2023-01-20T10:29:32+00:00 INFO Start-Cartflows_Admin_Report_Emails::send_weekly_report_email
2023-01-20T10:29:32+00:00 INFO Send weekly emails to walid786jhugroo@gmail.com
2023-01-20T14:38:03+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:38:04+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:38:04+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:38:04+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:38:19+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:38:23+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:38:47+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:38:50+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:39:17+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:39:18+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:39:18+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:39:18+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:39:27+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:40:21+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:40:48+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:40:56+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:20+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:20+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:22+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:30+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:32+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:33+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:34+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:36+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:39+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:40+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:43+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:47+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:51+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:53+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:55+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:57+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:41:58+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:42:10+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:42:11+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:42:12+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:42:19+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:42:19+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:42:32+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:42:48+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:42:52+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:43:01+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:43:11+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:43:21+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:43:32+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:44:21+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:45:39+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:46:23+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:47:35+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:48:24+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:50:00+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:50:24+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:51:37+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:52:26+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:54:23+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:55:10+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:55:23+00:00 INFO Is weekly report enabled: enable
2023-01-20T14:57:25+00:00 INFO Is weekly report enabled: enable
